label,area_um2,ecd_um,circularity,solidity,centroid_x_px,centroid_y_px,type
561,0.57,0.852,1.0,0.9375,51.5,136.4,intra
562,4.563,2.41,0.4748,0.7595,201.0,142.6,intra
563,3.346,2.064,0.6863,0.7857,413.0,142.0,intra
564,0.57,0.852,1.0,1.0,422.3,137.3,intra
565,0.684,0.934,1.0,0.9,478.0,138.2,intra
566,1.027,1.143,0.9929,0.9,16.9,138.5,intra
567,0.722,0.959,0.9244,0.8261,126.7,138.1,intra
568,10.343,3.629,0.4314,0.6851,233.0,148.1,inter
569,0.951,1.1,0.8101,0.8065,295.4,137.6,intra
570,1.293,1.283,1.0,1.0,137.0,139.5,intra
571,0.532,0.823,1.0,0.9333,159.9,139.1,intra
572,0.951,1.1,0.8274,0.8333,331.2,139.2,intra
573,0.684,0.934,1.0,0.8571,430.1,139.2,intra
574,0.799,1.008,0.8596,0.875,30.8,140.2,intra
575,1.483,1.374,0.6968,0.6964,83.9,141.3,intra
576,0.875,1.055,1.0,0.9583,95.5,140.6,intra
577,1.217,1.245,1.0,0.9143,500.7,141.1,intra
578,0.57,0.852,1.0,0.9375,513.1,139.5,intra
579,1.103,1.185,0.8982,0.8286,562.2,141.6,intra
580,0.57,0.852,1.0,0.8333,259.3,140.9,intra
581,1.521,1.392,0.7844,0.8511,249.0,143.4,intra
582,0.608,0.88,1.0,0.8889,73.2,142.8,intra
583,0.532,0.823,1.0,1.0,167.2,142.6,intra
585,2.129,1.647,0.5139,0.6512,485.0,148.3,intra
586,1.255,1.264,0.8355,0.825,489.5,144.5,intra
587,0.646,0.907,1.0,1.0,424.1,143.6,intra
588,2.548,1.801,0.478,0.6569,673.1,149.2,intra
589,1.331,1.302,0.9906,0.8974,45.1,146.5,intra
590,0.722,0.959,0.953,0.76,572.7,145.4,intra
592,1.065,1.164,1.0,0.9333,354.0,145.7,intra
593,1.217,1.245,0.6576,0.7273,568.6,149.8,intra
594,1.369,1.32,0.9433,0.9,107.2,148.6,intra
596,2.053,1.617,0.4974,0.7606,302.7,150.6,intra
597,2.091,1.632,0.6228,0.8209,499.4,150.8,intra
598,0.532,0.823,1.0,1.0,513.7,146.5,intra
601,0.761,0.984,0.9058,0.8,115.8,148.2,intra
603,0.761,0.984,1.0,0.9091,260.2,149.1,intra
604,1.103,1.185,0.7208,0.7632,295.0,151.5,intra
605,0.722,0.959,1.0,1.0,321.2,148.7,intra
606,0.608,0.88,1.0,0.7273,523.8,149.1,intra
608,0.913,1.078,0.8826,0.8889,176.9,150.8,intra
609,0.722,0.959,1.0,0.9048,215.7,150.4,intra
610,4.639,2.43,0.4156,0.7052,426.0,156.2,intra
611,1.065,1.164,0.8527,0.8,21.5,151.3,intra
612,0.57,0.852,1.0,0.8824,30.1,151.8,intra
613,0.646,0.907,1.0,0.8095,38.2,150.6,intra
614,0.761,0.984,0.902,0.7692,131.4,150.6,intra
616,1.635,1.443,0.7335,0.7414,328.2,154.3,intra
617,0.761,0.984,1.0,1.0,409.7,151.2,intra
618,2.129,1.647,0.5377,0.7179,557.3,153.9,intra
619,2.814,1.893,0.4093,0.6981,644.1,155.6,intra
621,1.141,1.205,0.6814,0.8333,377.6,154.0,intra
622,2.053,1.617,0.7029,0.806,633.4,154.3,intra
623,1.179,1.225,0.7705,0.8378,146.9,154.6,intra
624,0.608,0.88,1.0,1.0,365.0,152.5,intra
625,5.171,2.566,0.2484,0.5738,468.3,159.6,inter
627,0.532,0.823,1.0,0.8235,63.1,154.4,intra
628,0.837,1.032,0.7769,0.8148,254.3,153.7,intra
630,0.722,0.959,1.0,0.9048,601.6,153.6,intra
631,0.646,0.907,1.0,0.85,190.4,155.2,intra
633,1.027,1.143,0.6943,0.7297,351.3,156.9,intra
634,0.913,1.078,1.0,0.96,390.0,154.4,intra
635,0.532,0.823,1.0,1.0,481.5,154.5,intra
636,1.863,1.54,0.5056,0.6712,658.5,156.1,intra
637,1.179,1.225,0.9507,0.9118,91.6,156.0,intra
638,0.684,0.934,1.0,0.8571,121.0,155.9,intra
639,0.57,0.852,1.0,0.8333,163.9,156.5,intra
640,1.217,1.245,0.7785,0.8421,175.0,156.8,intra
641,0.989,1.122,0.7973,0.7879,547.7,156.7,intra
643,1.521,1.392,0.7375,0.8889,211.2,157.8,intra
644,0.608,0.88,1.0,0.8889,221.7,155.9,intra
645,0.646,0.907,1.0,0.9444,415.9,156.5,intra
646,1.179,1.225,0.9283,0.9118,540.4,159.5,intra
647,1.027,1.143,0.9129,0.7105,76.0,159.3,intra
648,3.574,2.133,0.5346,0.7705,364.8,160.3,intra
649,1.103,1.185,0.7208,0.7838,393.9,158.9,intra
650,1.825,1.524,0.6747,0.8,100.3,160.8,intra
651,1.635,1.443,0.7354,0.8269,196.5,161.7,intra
652,0.684,0.934,1.0,0.8182,506.7,159.8,intra
653,1.445,1.356,0.6582,0.7755,596.6,161.0,intra
654,0.837,1.032,1.0,1.0,21.1,160.0,intra
655,0.532,0.823,0.9725,0.7778,260.3,159.8,intra
656,0.761,0.984,1.0,1.0,289.8,160.2,intra
657,0.684,0.934,1.0,0.9474,304.7,160.2,intra
658,3.841,2.211,0.5644,0.771,492.1,163.8,intra
660,0.532,0.823,1.0,1.0,34.0,160.5,intra
661,1.559,1.409,0.5174,0.7069,182.3,164.4,intra
663,1.065,1.164,1.0,0.9032,408.8,162.4,intra
665,1.977,1.587,0.4728,0.7879,569.6,162.4,intra
666,0.951,1.1,0.9229,0.8621,676.0,162.6,intra
667,0.684,0.934,0.8574,0.75,120.4,162.6,intra
668,0.646,0.907,1.0,0.9444,128.4,162.5,intra
669,2.396,1.746,0.4539,0.6774,347.4,165.8,intra
670,1.483,1.374,0.9346,0.8478,450.3,162.8,intra
672,9.012,3.387,0.2215,0.578,548.8,172.4,inter
673,0.684,0.934,1.0,0.9,581.1,164.4,intra
674,0.646,0.907,1.0,0.9444,627.9,163.7,intra
675,0.608,0.88,1.0,0.8421,271.9,165.1,intra
677,1.293,1.283,0.6187,0.68,315.4,167.6,intra
679,0.799,1.008,0.884,0.875,664.6,165.8,intra
680,0.875,1.055,0.6911,0.6765,14.7,167.0,intra
682,1.331,1.302,0.8514,0.7778,227.0,167.0,intra
683,3.879,2.222,0.3065,0.6939,280.3,171.1,intra
684,1.597,1.426,0.6488,0.7241,473.4,170.4,intra
685,7.567,3.104,0.2661,0.6086,619.5,178.9,inter
687,0.646,0.907,0.9716,0.7727,212.6,168.3,intra
688,1.445,1.356,0.6434,0.7308,322.0,171.1,intra
689,10.419,3.642,0.2333,0.5458,376.6,173.0,inter
690,0.875,1.055,1.0,0.9583,457.8,167.9,intra
691,4.069,2.276,0.6751,0.8425,522.7,172.7,intra
692,2.129,1.647,0.4553,0.6588,602.2,174.5,intra
693,2.015,1.602,0.6364,0.8281,636.8,171.4,intra
694,0.532,0.823,1.0,1.0,6.9,167.9,intra
695,1.635,1.443,0.6823,0.8113,148.7,170.7,intra
696,0.57,0.852,1.0,1.0,247.1,168.3,intra
698,1.103,1.185,0.8894,0.9355,31.3,172.3,intra
700,0.989,1.122,0.8637,0.8387,127.0,170.1,intra
701,2.32,1.719,0.47,0.7176,253.8,174.4,intra
702,1.103,1.185,0.9203,0.8286,267.1,170.9,intra
703,0.684,0.934,1.0,0.8182,445.5,171.2,intra
704,1.179,1.225,0.7429,0.7381,569.9,173.0,intra
705,1.141,1.205,0.8805,0.7895,36.7,173.5,intra
706,0.646,0.907,1.0,0.9444,177.5,172.1,intra
707,2.053,1.617,0.491,0.7013,195.2,173.5,intra
708,0.646,0.907,1.0,0.9444,233.9,172.2,intra
709,0.837,1.032,0.9721,0.88,85.2,173.5,intra
710,0.837,1.032,1.0,0.9565,294.4,172.5,intra
711,0.532,0.823,1.0,1.0,596.5,172.5,intra
713,2.205,1.676,0.4658,0.725,115.3,175.8,intra
715,0.57,0.852,1.0,1.0,398.4,174.4,intra
717,1.027,1.143,1.0,1.0,14.9,175.4,intra
718,0.532,0.823,1.0,1.0,21.0,176.5,intra
719,1.217,1.245,0.8654,0.8,61.7,177.1,intra
720,0.532,0.823,1.0,0.9333,144.1,176.0,intra
721,1.407,1.338,0.6932,0.7708,170.2,176.7,intra
722,1.217,1.245,1.0,0.9143,244.4,176.8,intra
723,1.293,1.283,0.9405,0.8947,309.8,177.1,intra
724,0.532,0.823,1.0,1.0,438.3,176.4,intra
725,0.989,1.122,0.9562,0.8966,457.4,177.6,intra
726,0.532,0.823,1.0,0.9333,502.3,175.9,intra
730,2.358,1.733,0.4737,0.7294,330.9,179.8,intra
731,0.57,0.852,1.0,0.9375,359.1,177.2,intra
732,0.608,0.88,1.0,0.8421,672.2,176.4,intra
734,6.046,2.775,0.2308,0.5336,193.6,185.6,inter
735,0.608,0.88,1.0,0.8421,663.4,178.1,intra
736,0.722,0.959,0.7998,0.7917,207.4,180.7,intra
737,0.837,1.032,1.0,0.9565,533.3,180.1,intra
739,1.103,1.185,0.9014,0.8056,50.1,181.0,intra
741,2.7,1.854,0.6245,0.8161,476.9,183.7,intra
742,6.084,2.783,0.3048,0.6226,493.6,189.1,inter
743,2.472,1.774,0.343,0.5372,38.2,187.1,intra
745,3.993,2.255,0.3179,0.5645,454.4,184.6,intra
746,1.369,1.32,0.8948,0.8372,562.8,182.4,intra
747,0.532,0.823,1.0,0.9333,575.6,181.4,intra
748,0.684,0.934,0.792,0.6667,643.0,180.9,intra
749,0.684,0.934,0.9736,0.8182,274.1,181.9,intra
752,1.825,1.524,0.7943,0.8571,346.1,185.8,intra
753,1.141,1.205,0.9929,0.8824,380.6,184.3,intra
754,1.027,1.143,0.6568,0.7941,501.4,184.9,intra
756,1.825,1.524,0.5561,0.64,81.2,187.1,intra
757,0.608,0.88,1.0,0.8421,110.6,185.0,intra
758,2.396,1.746,0.5442,0.7412,176.3,186.3,intra
759,0.684,0.934,1.0,1.0,233.5,184.0,intra
760,1.597,1.426,0.7847,0.7778,425.5,185.7,intra
761,0.646,0.907,1.0,0.9444,570.1,184.4,intra
762,3.194,2.017,0.53,0.785,660.8,189.4,intra
763,0.532,0.823,1.0,0.9333,165.8,184.5,intra
764,0.722,0.959,0.905,0.7917,256.6,185.7,intra
765,0.799,1.008,1.0,0.9545,314.1,185.2,intra
766,2.548,1.801,0.8455,0.8816,402.6,189.0,intra
769,2.814,1.893,0.6123,0.8043,308.7,191.1,intra
770,0.761,0.984,1.0,0.8696,337.9,186.8,intra
771,4.107,2.287,0.2824,0.6171,522.3,189.1,intra
772,0.646,0.907,1.0,0.7727,635.5,187.1,intra
773,1.635,1.443,0.7153,0.8431,61.1,190.7,intra
774,1.977,1.587,0.6664,0.7429,275.8,190.4,intra
775,0.684,0.934,1.0,0.7826,668.8,187.2,intra
776,0.913,1.078,0.5549,0.6154,14.1,188.2,intra
778,0.761,0.984,0.691,0.6452,264.7,188.8,intra
779,0.722,0.959,0.7809,0.76,602.6,187.2,intra
780,0.951,1.1,1.0,0.9259,651.2,188.3,intra
781,2.167,1.661,0.4578,0.6867,49.2,192.4,intra
782,0.57,0.852,1.0,1.0,123.4,189.2,intra
783,1.141,1.205,0.7189,0.7692,144.3,189.5,intra
784,0.875,1.055,0.9918,0.8214,229.9,188.7,intra
785,1.483,1.374,0.5953,0.6842,362.8,188.7,intra
786,0.532,0.823,1.0,1.0,416.5,188.5,intra
787,2.434,1.76,0.4881,0.7619,162.6,195.5,intra
788,1.863,1.54,0.628,0.8167,353.4,193.1,intra
789,0.608,0.88,1.0,0.8889,591.1,189.9,intra
790,0.608,0.88,1.0,0.8889,213.6,192.0,intra
792,2.966,1.943,0.6593,0.7959,473.2,193.1,intra
793,3.08,1.98,0.3544,0.6231,607.1,195.8,intra
794,1.863,1.54,0.5271,0.6203,671.2,195.7,intra
795,4.639,2.43,0.7309,0.8777,322.8,195.7,intra
796,0.989,1.122,0.6943,0.6842,393.1,193.0,intra
797,1.787,1.508,0.9217,0.8704,102.3,195.4,intra
799,10.191,3.602,0.647,0.8673,254.3,199.8,intra
800,0.608,0.88,1.0,0.8421,508.4,194.0,intra
801,2.243,1.69,0.3599,0.5673,563.7,197.0,intra
802,1.103,1.185,0.7481,0.8286,573.1,192.3,intra
803,1.179,1.225,1.0,0.9688,620.9,194.0,intra
805,1.103,1.185,0.8022,0.8286,136.6,193.9,intra
806,2.51,1.788,0.5337,0.7253,418.7,196.5,intra
808,5.324,2.603,0.4262,0.7143,152.4,201.1,inter
810,0.761,0.984,1.0,0.9524,240.8,194.5,intra
811,1.179,1.225,0.8744,0.8158,549.7,195.0,intra
813,0.646,0.907,1.0,0.9444,87.7,195.6,intra
814,7.871,3.166,0.2694,0.6832,193.8,206.7,inter
815,1.217,1.245,0.6899,0.8,220.1,199.1,intra
816,0.837,1.032,1.0,0.9167,268.7,196.9,intra
817,5.78,2.713,0.4764,0.8172,299.2,202.0,inter
818,0.722,0.959,1.0,0.95,41.9,196.6,intra
819,0.684,0.934,0.969,0.8182,68.7,196.9,intra
820,0.532,0.823,1.0,1.0,124.5,196.3,intra
821,2.358,1.733,0.7541,0.8493,443.0,198.3,intra
823,0.532,0.823,1.0,0.9333,583.4,197.2,intra
824,0.684,0.934,1.0,0.8571,647.2,197.5,intra
825,0.608,0.88,1.0,1.0,5.4,198.4,intra
826,0.532,0.823,1.0,0.875,347.9,198.1,intra
827,0.532,0.823,1.0,1.0,388.8,197.6,intra
828,0.799,1.008,0.7416,0.7778,588.2,198.9,intra
829,1.901,1.556,0.5098,0.7353,58.6,203.0,intra
831,0.532,0.823,1.0,0.9333,290.1,199.6,intra
832,0.532,0.823,1.0,0.8235,362.1,198.8,intra
833,0.989,1.122,1.0,0.9286,370.2,199.0,intra
834,0.608,0.88,1.0,0.8421,430.4,199.6,intra
835,1.103,1.185,0.6868,0.7073,538.3,201.0,intra
836,0.608,0.88,1.0,1.0,52.0,199.5,intra
837,0.722,0.959,0.8824,0.7308,379.7,200.6,intra
838,1.179,1.225,0.7167,0.7209,636.9,200.9,intra
839,1.331,1.302,0.6883,0.7609,20.9,202.9,intra
840,0.57,0.852,0.9807,0.8824,237.8,201.5,intra
841,0.837,1.032,1.0,0.9565,409.4,202.0,intra
843,1.711,1.476,0.758,0.8333,554.2,203.4,intra
844,0.722,0.959,1.0,0.76,576.7,202.8,intra
846,2.358,1.733,0.4504,0.7294,126.5,204.4,intra
848,0.799,1.008,1.0,0.8077,529.1,203.7,intra
849,0.684,0.934,0.8948,0.8182,629.7,203.1,intra
850,0.532,0.823,1.0,0.7368,84.8,204.8,intra
851,2.396,1.746,0.4661,0.6774,106.8,206.2,intra
852,1.065,1.164,0.72,0.8,175.0,206.0,intra
854,0.989,1.122,1.0,0.9286,387.8,204.2,intra
858,0.722,0.959,1.0,0.9048,515.9,204.1,intra
859,0.837,1.032,0.7769,0.7097,614.3,207.4,intra
860,0.799,1.008,0.8631,0.7778,39.6,206.7,intra
861,0.532,0.823,1.0,0.9333,72.6,205.0,intra
864,0.799,1.008,1.0,0.84,561.7,205.3,intra
866,1.331,1.302,0.6575,0.7,94.1,208.7,intra
867,1.369,1.32,1.0,0.9,334.9,207.4,intra
868,1.483,1.374,0.9517,0.8864,457.7,206.3,intra
869,1.749,1.492,0.7175,0.8679,585.3,208.5,intra
870,0.837,1.032,1.0,0.8148,640.5,206.0,intra
871,3.536,2.122,0.5123,0.775,312.6,211.5,intra
872,0.989,1.122,0.8759,0.8966,519.9,209.0,intra
873,0.875,1.055,1.0,0.9583,595.4,206.8,intra
876,0.646,0.907,1.0,1.0,76.9,207.6,intra
878,1.103,1.185,0.8482,0.9667,280.2,209.4,intra
879,2.776,1.88,0.6929,0.8795,378.2,212.0,intra
881,0.608,0.88,1.0,0.9412,623.6,207.8,intra
882,1.293,1.283,0.7127,0.8293,657.9,210.8,intra
883,0.608,0.88,1.0,0.8421,165.3,208.9,intra
884,1.065,1.164,1.0,0.9333,231.5,209.5,intra
885,0.684,0.934,1.0,0.9,356.4,209.2,intra
886,0.761,0.984,1.0,1.0,33.3,209.6,intra
887,0.837,1.032,0.7129,0.6875,211.2,210.7,intra
889,0.608,0.88,1.0,0.8889,513.6,209.3,intra
890,1.103,1.185,0.6627,0.7632,534.2,209.9,intra
891,0.913,1.078,1.0,0.9231,606.4,210.5,intra
892,0.684,0.934,1.0,0.9,3.6,211.2,intra
894,1.103,1.185,0.9431,0.9062,366.7,211.8,intra
895,1.483,1.374,0.7525,0.7222,433.1,214.2,intra
896,0.722,0.959,1.0,0.9048,441.1,211.8,intra
897,0.532,0.823,1.0,0.9333,448.4,210.6,intra
898,1.293,1.283,0.8909,0.8947,82.5,212.6,intra
899,1.103,1.185,1.0,0.9355,123.7,213.1,intra
900,1.521,1.392,0.5782,0.7273,398.9,213.2,intra
901,1.179,1.225,0.7971,0.7949,506.2,214.7,intra
903,1.597,1.426,0.6056,0.7778,49.1,214.4,intra
905,0.837,1.032,1.0,0.9565,480.7,212.9,intra
906,9.62,3.5,0.216,0.5349,497.6,227.8,inter
907,0.951,1.1,0.8484,0.7353,577.0,214.4,intra
908,0.684,0.934,1.0,0.9474,590.2,212.7,intra
909,2.434,1.76,0.4356,0.6214,22.5,218.7,intra
913,0.761,0.984,1.0,0.9524,668.9,214.0,intra
914,1.331,1.302,1.0,1.0,112.7,215.1,intra
915,2.472,1.774,0.3894,0.6701,181.1,218.2,intra
916,1.141,1.205,0.8012,0.8333,291.0,215.0,intra
917,3.384,2.076,0.4573,0.7295,618.3,217.5,intra
919,1.635,1.443,0.6363,0.7818,157.1,219.6,intra
920,0.875,1.055,1.0,0.9583,539.1,216.5,intra
921,0.57,0.852,1.0,0.8824,91.4,216.9,intra
922,0.532,0.823,1.0,1.0,340.5,216.5,intra
923,0.913,1.078,1.0,0.96,355.5,216.9,intra
924,0.799,1.008,0.9752,0.84,597.6,219.1,intra
925,0.761,0.984,1.0,0.9091,651.6,216.6,intra
926,3.194,2.017,0.7868,0.8936,257.2,222.6,intra
928,5.171,2.566,0.2801,0.5506,666.2,226.8,inter
929,0.684,0.934,1.0,1.0,367.5,219.0,intra
932,1.977,1.587,0.4532,0.642,41.9,225.0,intra
933,1.179,1.225,1.0,0.8378,83.2,221.4,intra
934,1.027,1.143,0.9535,0.871,166.0,220.1,intra
935,0.532,0.823,0.8426,0.7778,387.9,220.4,intra
936,0.722,0.959,1.0,0.9048,639.9,220.1,intra
937,5.894,2.739,0.3889,0.7176,59.6,228.2,inter
938,0.875,1.055,1.0,0.7419,196.7,222.3,intra
939,0.799,1.008,1.0,0.875,315.6,221.4,intra
940,0.684,0.934,1.0,0.9,114.9,221.7,intra
941,0.608,0.88,1.0,0.7619,127.6,222.7,intra
942,3.384,2.076,0.3767,0.6403,134.4,226.0,intra
943,0.646,0.907,0.7512,0.8095,280.5,223.2,intra
945,2.396,1.746,0.693,0.7975,466.1,223.5,intra
946,0.532,0.823,1.0,1.0,655.9,221.1,intra
947,0.799,1.008,0.7753,0.8077,266.5,222.0,intra
948,1.179,1.225,0.8575,0.8611,305.6,224.8,intra
949,1.673,1.46,0.4921,0.6984,394.1,226.6,intra
950,1.141,1.205,1.0,0.9375,403.1,223.6,intra
951,0.684,0.934,1.0,0.8571,213.2,224.7,intra
952,0.722,0.959,1.0,1.0,289.9,225.3,intra
953,0.646,0.907,1.0,0.85,343.9,223.7,intra
954,0.532,0.823,1.0,1.0,423.5,223.3,intra
955,1.179,1.225,0.8774,0.9118,70.9,227.3,intra
956,0.532,0.823,1.0,0.9333,319.2,225.1,intra
957,1.217,1.245,0.9582,0.8649,337.4,226.8,intra
958,0.684,0.934,0.9227,0.8182,360.5,225.4,intra
959,0.646,0.907,1.0,0.8095,413.1,224.4,intra
960,1.483,1.374,0.6204,0.7647,514.4,225.9,intra
963,1.293,1.283,0.7861,0.7907,11.4,227.5,intra
964,2.7,1.854,0.4863,0.7553,566.0,229.4,intra
965,1.521,1.392,0.7844,0.8333,228.2,228.0,intra
966,4.981,2.518,0.8581,0.9161,249.8,231.6,intra
967,0.951,1.1,0.9805,0.8929,330.3,227.4,intra
968,0.608,0.88,1.0,0.8,449.5,226.5,intra
970,1.293,1.283,0.7861,0.8095,145.2,229.0,intra
971,1.027,1.143,0.9329,0.8438,204.9,228.7,intra
973,2.662,1.841,0.5459,0.814,583.4,233.0,intra
974,1.863,1.54,0.9875,0.9074,617.0,230.1,intra
975,0.722,0.959,0.974,0.7037,185.5,230.9,intra
976,2.053,1.617,1.0,0.9474,488.5,230.9,intra
977,1.711,1.476,0.8297,0.8654,176.8,231.5,intra
978,0.646,0.907,1.0,0.9444,195.9,230.0,intra
980,0.532,0.823,1.0,1.0,349.5,229.5,intra
982,0.837,1.032,1.0,0.88,109.0,231.3,intra
984,1.825,1.524,0.8443,0.9231,402.3,233.8,intra
985,0.532,0.823,1.0,0.875,411.8,231.2,intra
986,1.141,1.205,0.8984,0.8824,442.4,232.5,intra
987,0.951,1.1,0.9194,0.8929,461.8,231.2,intra
988,3.194,2.017,0.3987,0.6269,548.9,236.5,intra
989,0.57,0.852,1.0,0.7895,18.8,231.5,intra
990,0.532,0.823,1.0,0.8235,301.3,231.4,intra
991,1.217,1.245,0.6802,0.7273,366.8,232.4,intra
992,1.027,1.143,0.9748,0.871,383.8,234.1,intra
993,1.217,1.245,0.7668,0.8,429.4,232.5,intra
996,1.369,1.32,0.7808,0.8372,278.5,234.6,intra
997,1.293,1.283,1.0,0.8947,287.8,234.1,intra
998,0.532,0.823,1.0,0.9333,471.5,233.2,intra
999,29.469,6.125,0.2559,0.7532,68.5,255.3,inter
1000,2.662,1.841,0.6864,0.7955,138.1,238.3,intra
1001,0.761,0.984,0.9058,0.8333,219.2,235.6,intra
1002,0.684,0.934,1.0,0.9,232.0,235.4,intra
1003,1.331,1.302,0.8862,0.9211,595.9,237.5,intra
1004,0.837,1.032,1.0,0.9167,30.8,234.9,intra
1005,4.677,2.44,0.8862,0.9248,98.7,237.3,intra
1006,1.483,1.374,0.5597,0.75,9.5,239.5,intra
1008,0.646,0.907,1.0,0.9444,46.9,236.5,intra
1009,0.913,1.078,0.9413,0.8889,198.2,237.3,intra
1010,0.913,1.078,0.7943,0.7742,238.8,236.8,intra
1013,0.875,1.055,0.9271,0.8519,558.0,236.1,intra
1014,0.646,0.907,1.0,0.9444,621.5,236.6,intra
1015,0.608,0.88,1.0,0.8421,675.3,236.8,intra
1016,0.57,0.852,1.0,0.9375,22.5,236.7,intra
1017,1.369,1.32,0.8349,0.8571,153.0,238.1,intra
1018,0.875,1.055,1.0,0.9583,161.6,237.9,intra
1019,3.27,2.041,0.6186,0.8269,528.7,240.5,intra
1020,2.738,1.867,0.7502,0.878,605.4,239.2,intra
1021,1.179,1.225,0.9098,0.8611,210.4,239.6,intra
1022,0.761,0.984,1.0,0.9091,270.1,238.6,intra
1024,4.411,2.37,0.4579,0.7117,569.0,245.8,intra
1025,0.761,0.984,1.0,0.9091,647.2,239.0,intra
1026,1.597,1.426,0.9109,0.84,663.2,237.7,intra
1027,0.684,0.934,1.0,0.9474,117.8,238.7,intra
1028,0.722,0.959,0.8227,0.76,41.1,240.4,intra
1029,1.521,1.392,0.7355,0.8,320.8,241.4,intra
1030,1.103,1.185,1.0,1.0,352.6,240.9,intra
1032,0.837,1.032,1.0,0.88,626.8,240.2,intra
1034,0.57,0.852,1.0,0.8824,53.9,242.4,intra
1035,1.331,1.302,0.6753,0.814,367.2,242.7,intra
1036,0.761,0.984,0.9208,0.9091,516.2,242.0,intra
1038,0.684,0.934,0.7954,0.72,32.4,242.8,intra
1039,0.646,0.907,0.9944,0.8947,108.6,243.2,intra
1041,1.141,1.205,0.8984,0.8824,438.5,242.2,intra
1042,1.977,1.587,0.5119,0.6753,508.3,246.8,intra
1043,0.761,0.984,0.9942,0.9091,14.4,243.9,intra
1045,0.646,0.907,1.0,0.9444,220.8,242.3,intra
1046,0.989,1.122,1.0,0.8966,337.9,242.5,intra
1047,1.179,1.225,0.9873,0.8158,381.2,243.8,intra
1048,0.837,1.032,1.0,0.88,246.2,244.4,intra
1049,0.608,0.88,1.0,0.8421,254.6,245.2,intra
1050,4.905,2.499,0.2364,0.6548,465.8,249.5,intra
1051,2.167,1.661,0.7039,0.8143,4.5,249.5,intra
1052,0.532,0.823,0.8886,0.7,156.5,244.2,intra
1053,1.559,1.409,0.6701,0.7193,195.6,247.3,intra
1054,0.57,0.852,1.0,0.8824,330.4,244.5,intra
1055,1.369,1.32,0.7808,0.7347,479.6,248.2,intra
1056,0.799,1.008,0.9318,0.875,18.6,247.0,intra
1058,2.928,1.931,0.4821,0.7476,415.8,249.9,intra
1059,1.711,1.476,0.843,0.8333,649.8,248.0,intra
1060,1.141,1.205,1.0,0.9091,147.4,247.2,intra
1061,0.722,0.959,1.0,0.95,213.7,247.5,intra
1063,0.799,1.008,1.0,0.8077,531.1,248.0,intra
1064,0.532,0.823,1.0,0.9333,591.8,246.7,intra
1065,1.787,1.508,0.601,0.6528,619.9,249.6,intra
1066,0.951,1.1,1.0,0.9259,102.8,248.6,intra
1067,2.167,1.661,0.8012,0.8382,205.7,251.5,intra
1068,0.532,0.823,1.0,0.9333,286.2,249.0,intra
1069,1.103,1.185,0.8862,0.7632,406.4,249.9,intra
1070,1.711,1.476,0.9702,0.9574,516.4,250.5,intra
1071,1.217,1.245,0.9057,0.8649,582.7,248.4,intra
1072,0.837,1.032,1.0,0.88,630.8,247.8,intra
1073,0.646,0.907,0.6694,0.6296,664.4,247.5,intra
1074,1.027,1.143,0.7924,0.8182,51.3,250.7,intra
1077,1.863,1.54,0.8254,0.875,488.3,252.0,intra
1078,7.415,3.073,0.3834,0.6724,499.6,259.2,inter
1079,1.597,1.426,0.7524,0.8571,28.6,251.9,intra
1080,2.548,1.801,0.4589,0.67,218.3,255.0,intra
1081,0.646,0.907,1.0,0.9444,338.6,249.4,intra
1082,3.726,2.178,0.5525,0.7597,438.4,256.6,intra
1083,2.205,1.676,0.4562,0.7632,673.6,253.2,intra
1084,0.684,0.934,1.0,0.9474,86.9,250.7,intra
1085,0.532,0.823,1.0,0.8235,388.6,250.2,intra
1088,0.532,0.823,1.0,1.0,610.5,250.5,intra
1089,0.57,0.852,1.0,1.0,117.4,251.4,intra
1090,0.608,0.88,1.0,1.0,244.5,251.5,intra
1091,0.989,1.122,1.0,0.963,370.4,252.7,intra
1093,6.883,2.96,0.4673,0.8303,591.3,262.8,inter
1094,0.684,0.934,1.0,0.8182,656.6,252.8,intra
1095,1.445,1.356,0.6289,0.7451,42.6,254.9,intra
1096,0.875,1.055,1.0,0.92,163.3,253.4,intra
1097,1.407,1.338,0.814,0.8409,644.1,255.0,intra
1099,0.722,0.959,0.9784,0.9048,190.2,256.7,intra
1101,2.091,1.632,0.7731,0.8333,526.2,257.3,intra
1102,1.825,1.524,1.0,0.96,598.7,256.0,intra
1103,1.255,1.264,0.4628,0.6471,633.1,257.9,intra
1104,1.179,1.225,0.9838,0.8857,19.0,256.8,intra
1106,0.646,0.907,1.0,0.9444,153.8,256.1,intra
1107,0.646,0.907,0.8271,0.7727,264.1,256.7,intra
1108,0.684,0.934,1.0,0.9474,580.6,255.8,intra
1110,0.761,0.984,0.866,0.7692,84.8,257.2,intra
1111,1.369,1.32,1.0,0.9231,182.9,257.8,intra
1112,0.913,1.078,0.9235,0.8889,298.2,258.0,intra
1114,0.722,0.959,0.9244,0.7917,459.6,257.1,intra
1115,0.761,0.984,0.88,0.8,624.2,257.8,intra
1116,0.646,0.907,1.0,1.0,251.9,257.6,intra
1117,0.532,0.823,1.0,0.9333,310.6,258.3,intra
1118,1.483,1.374,0.7191,0.7959,351.6,259.6,intra
1120,0.684,0.934,0.9736,0.8182,509.3,258.6,intra
1121,1.673,1.46,0.8629,0.8627,562.9,259.9,intra
